Year,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD,Make_BMW,Make_Chevrolet,Make_Ford,Make_Hyundai,Make_Kia,Make_Mercedes,Make_Nissan,Make_Tesla,Make_Volkswagen,Region_Australia,Region_Europe,Region_North America,Vehicle_Type_SUV,Vehicle_Type_Sedan,Vehicle_Type_Truck,Usage_Type_Fleet,Usage_Type_Personal
2024,112.2,72.8,610,44.6,3.16,666,14.06,60715,81.8,249,9.31,34.2,7.29,1123,833,0.23,163.62,34476,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
2020,98.3,86.8,452,106.7,1.06,383,12.49,199202,70.0,154,7.91,23.0,23.9,1058,507,0.31,642.74,29244,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018,83.7,95.1,461,191.0,0.53,1869,19.65,166080,39.7,235,6.79,1.1,19.93,1042,834,0.12,326.35,24427,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,108.9,90.3,513,133.5,0.94,377,17.14,243054,91.2,248,6.89,-0.3,29.17,1735,2301,0.09,312.45,31086,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
2021,93.3,71.3,542,126.8,0.9,1353,22.95,11734,62.8,199,8.09,14.5,1.41,1800,1818,0.08,17.95,29282,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2024,95.5,94.0,562,156.4,0.8,1691,12.9,208941,70.2,181,5.18,-3.9,25.07,304,1173,0.2,449.22,31246,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,33.6,81.6,161,50.9,0.94,1700,19.01,188505,39.3,203,6.42,11.1,22.62,204,533,0.27,806.28,13545,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
2021,38.0,95.8,213,19.0,2.77,1376,13.06,111998,65.7,220,7.09,7.9,13.44,1651,582,0.34,414.43,14753,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2016,57.0,85.9,274,76.4,1.02,1186,12.8,155946,53.1,175,6.79,9.0,18.71,1981,1559,0.21,349.32,15406,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2017,80.4,83.5,425,238.7,0.37,1476,18.12,157206,62.9,180,9.73,19.4,18.86,1292,2225,0.1,237.38,22129,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2018,54.5,96.2,301,97.6,0.63,406,17.33,193362,67.3,203,9.34,16.0,23.2,1090,1405,0.31,865.67,19080,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017,69.0,87.1,396,232.8,0.36,1191,24.35,99071,82.2,240,5.89,22.3,11.89,634,520,0.32,643.3,19011,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2019,105.2,82.0,515,214.5,0.55,767,21.65,9521,77.5,135,5.99,12.3,1.14,929,2002,0.26,44.66,26265,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2024,100.7,73.6,426,59.9,2.33,1278,20.72,193961,41.2,244,9.11,32.7,23.28,348,1795,0.24,803.77,27741,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2016,51.6,88.6,224,191.9,0.38,907,20.74,184030,52.7,173,3.58,14.9,22.08,1837,585,0.24,763.36,17425,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2015,48.8,84.6,203,212.6,0.26,702,16.4,159093,95.8,245,5.92,4.0,19.09,1879,1392,0.13,282.66,13098,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
2017,47.9,89.0,246,102.4,0.6,410,13.18,41509,94.3,184,7.66,20.4,4.98,819,803,0.1,45.59,13368,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2022,41.5,78.0,235,89.2,0.57,886,18.66,238883,57.3,159,8.45,39.4,28.67,1804,530,0.2,742.93,18390,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2022,50.5,70.7,240,44.8,1.28,873,15.58,104007,88.6,156,3.87,-7.4,12.48,1401,1435,0.33,445.62,16593,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017,35.9,82.0,198,229.7,0.19,1989,15.86,245839,96.0,158,7.64,9.7,29.5,802,676,0.26,844.78,12843,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2017,32.8,83.8,161,141.0,0.27,1485,15.0,199692,71.2,212,7.84,1.4,23.96,237,1566,0.34,848.69,14587,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2020,83.6,99.1,498,149.5,0.8,1606,24.38,153480,55.6,137,5.29,3.7,18.42,474,991,0.17,530.09,23983,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
2018,110.5,90.2,487,233.9,0.62,438,21.87,130611,76.5,248,4.4,5.0,15.67,574,1814,0.24,571.29,28414,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
2017,98.9,72.1,424,176.9,0.61,900,23.44,97313,33.7,149,5.72,12.0,11.68,1053,1382,0.24,456.2,24971,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2019,72.8,76.7,415,71.7,1.31,1360,13.71,166704,58.7,131,6.31,-0.1,20.0,1097,2395,0.11,209.51,23368,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018,56.6,98.4,338,124.2,0.51,719,18.62,121751,34.1,156,9.64,29.0,14.61,312,807,0.2,377.83,15009,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2019,87.6,93.2,501,14.2,7.08,1584,24.29,67497,74.5,188,4.25,31.8,8.1,501,2201,0.31,423.54,27260,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
2018,95.7,74.9,491,85.7,1.5,1574,21.66,25239,57.9,233,6.82,26.0,3.03,1298,711,0.21,95.67,23422,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2017,69.4,95.3,360,184.1,0.51,1995,15.56,150074,75.8,189,4.33,29.1,18.01,302,1122,0.17,330.81,21172,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
2024,99.2,82.9,547,99.9,1.3,237,17.46,236343,47.8,242,9.49,36.6,28.36,1005,2429,0.3,1031.64,31704,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2024,42.2,78.2,184,222.0,0.22,281,14.59,74377,51.9,139,7.43,24.4,8.93,764,500,0.21,189.9,17267,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
2018,83.8,83.1,499,96.1,1.02,1681,20.48,85636,61.2,152,5.15,28.2,10.28,330,1354,0.17,248.46,20547,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2022,43.3,83.6,249,111.7,0.43,236,20.18,226437,92.3,170,6.09,-4.0,27.17,1035,1753,0.1,380.79,16391,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2023,90.8,72.6,487,149.7,0.71,1564,15.46,103388,48.2,175,6.4,24.7,12.41,996,1130,0.24,319.68,29055,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2018,91.6,81.1,448,89.9,1.13,1460,18.04,238688,74.4,193,6.72,36.5,28.64,1627,2409,0.29,1040.6,26240,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,79.1,76.7,386,126.7,0.69,1588,17.43,77439,31.2,222,8.87,3.4,9.29,1310,2074,0.22,247.46,23696,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2018,118.7,73.0,575,84.4,1.52,934,13.85,77870,35.7,218,6.05,4.0,9.34,294,516,0.26,233.67,31527,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2021,88.1,95.5,423,209.4,0.57,1392,17.63,107092,45.6,249,7.46,26.3,12.85,813,1536,0.3,472.01,22688,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,65.0,86.7,334,50.6,1.6,507,15.25,164965,83.3,158,8.2,24.5,19.8,1920,1701,0.3,628.93,18899,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024,61.3,99.0,305,37.7,2.0,1756,16.01,159986,52.7,144,5.72,17.2,19.2,1255,685,0.32,683.03,22132,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
2015,74.0,85.1,387,11.8,6.72,1982,16.96,201339,42.2,196,5.94,-2.9,24.16,620,612,0.19,540.66,22656,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2021,31.6,76.5,130,147.3,0.24,943,15.28,171391,68.9,178,4.8,-5.2,20.57,781,2043,0.29,632.89,14778,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
2017,106.6,97.2,534,153.0,0.79,1249,17.88,175310,86.7,240,6.5,5.1,21.04,407,632,0.34,888.12,25860,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,107.9,87.0,585,212.2,0.62,823,19.89,238998,45.6,246,6.69,5.8,28.68,1372,2220,0.17,673.44,31297,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
2024,37.6,71.4,158,93.1,0.48,1662,13.3,187356,86.6,224,6.38,-5.6,22.48,238,1775,0.29,602.19,16646,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2017,41.5,98.4,213,84.0,0.6,1765,12.3,228910,80.1,164,6.82,2.2,27.47,853,562,0.31,727.36,12137,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
2022,77.6,98.8,360,125.6,0.68,903,22.36,117529,40.6,159,4.9,22.8,14.1,215,610,0.31,678.89,21087,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2016,93.3,96.7,491,235.1,0.54,997,17.01,245005,89.9,171,4.84,38.5,29.4,1066,585,0.29,1007.15,22939,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
2020,33.4,97.5,142,142.9,0.3,619,22.29,196929,38.1,206,6.48,3.9,23.63,1899,911,0.19,695.01,14978,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2016,55.3,72.3,237,178.1,0.44,708,19.98,132781,83.8,187,6.1,39.3,15.93,317,2331,0.2,442.16,15743,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
2022,32.2,81.5,162,173.1,0.24,1536,16.67,154741,65.1,209,4.64,34.5,18.57,761,784,0.34,730.87,13988,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
2024,71.0,94.4,338,139.7,0.55,1537,22.34,37556,33.1,231,7.23,31.7,4.51,1018,2166,0.09,62.93,24328,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
2015,109.6,92.4,655,105.8,1.29,445,16.02,12504,70.5,169,4.92,-1.8,1.5,1185,1874,0.22,36.72,24689,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
2018,55.4,94.4,234,191.7,0.4,901,20.5,234176,42.1,166,8.52,36.4,28.1,848,1482,0.17,680.09,17136,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2017,113.4,97.0,473,42.5,3.24,1885,19.24,203230,40.4,227,5.98,19.7,24.39,1023,1930,0.15,488.77,29622,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2016,107.1,73.5,576,108.7,1.31,1320,20.48,72009,78.7,222,8.49,-1.8,8.64,1729,1712,0.29,356.4,25704,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2018,81.5,87.1,392,57.0,1.61,817,15.44,119186,79.7,213,6.15,24.9,14.3,220,1798,0.27,414.05,21171,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
2016,109.1,95.0,639,120.6,1.01,1133,24.8,116872,32.7,150,3.54,-7.9,14.02,503,2010,0.11,265.69,24664,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
2018,33.3,82.9,183,150.4,0.24,1047,22.53,49158,35.9,195,6.81,24.7,5.9,957,862,0.23,212.28,12197,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
2017,87.5,83.4,465,179.9,0.53,707,12.29,215244,85.9,171,5.06,1.1,25.83,1103,738,0.16,352.71,20991,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2019,33.8,74.8,161,63.4,0.69,1976,21.29,74211,79.9,230,9.16,33.5,8.91,1399,819,0.14,184.33,14756,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
2023,103.6,70.2,619,54.7,2.32,1127,14.93,218097,77.1,197,8.57,4.5,26.17,1647,970,0.26,705.51,28300,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,82.0,85.8,354,182.0,0.51,269,24.55,33390,83.0,173,4.55,2.0,4.01,1033,1216,0.23,157.11,20223,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2019,99.6,87.1,416,113.8,1.03,311,22.27,191964,86.4,176,5.71,36.8,23.04,733,2202,0.13,463.13,28562,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2016,71.6,100.0,406,187.8,0.42,396,22.12,28057,48.3,233,3.58,19.7,3.37,1837,834,0.26,134.47,20657,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2022,86.3,70.9,512,232.0,0.4,1863,23.56,53415,96.8,181,7.16,-4.0,6.41,1391,769,0.18,188.77,25182,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
2020,54.6,88.8,308,180.1,0.37,1384,22.26,32799,72.1,217,3.64,21.4,3.94,741,2125,0.35,212.95,19564,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
2017,72.7,84.0,295,68.6,1.43,598,15.57,68969,89.9,187,8.05,-9.7,8.28,1870,2081,0.27,241.62,19496,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
2021,116.3,98.8,568,165.0,0.83,1823,12.72,167495,34.5,138,5.69,4.8,20.1,330,1975,0.32,568.14,33856,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2021,40.9,72.0,243,173.8,0.29,1518,24.45,20634,84.6,215,4.98,-4.9,2.48,403,1488,0.24,100.9,18430,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019,112.8,97.4,674,219.9,0.54,467,15.16,42117,87.6,216,5.57,-1.2,5.05,421,1489,0.28,148.98,27623,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
2015,59.1,95.7,306,134.8,0.49,1895,13.01,136590,60.8,220,4.71,29.6,16.39,1265,1888,0.11,162.89,15389,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2024,38.2,73.9,171,216.4,0.19,302,14.25,204884,52.9,233,8.19,39.7,24.59,1828,926,0.09,218.97,19251,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2017,106.0,95.3,493,32.0,3.78,1289,12.59,224460,89.3,216,7.33,34.9,26.94,1436,2123,0.23,541.64,29163,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
2022,53.2,92.6,222,87.7,0.76,1867,22.94,227352,90.2,199,3.68,24.8,27.28,1308,956,0.26,1130.02,19974,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2021,30.3,86.0,127,104.6,0.34,653,21.41,196432,84.2,133,3.72,24.2,23.57,1238,1459,0.27,946.26,11537,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
2020,118.0,70.1,678,84.5,1.49,1120,19.03,24283,35.6,134,8.18,-5.8,2.91,367,876,0.11,42.36,28738,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2024,108.3,83.5,645,240.4,0.58,1430,14.92,162743,44.7,236,4.83,3.2,19.53,372,1005,0.33,667.73,31316,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
2020,66.0,87.3,376,243.8,0.33,970,20.68,55241,69.6,204,8.02,2.6,6.63,360,1777,0.09,85.68,22272,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
2019,108.9,86.3,487,214.4,0.61,393,14.56,12711,55.0,225,8.65,-8.8,1.53,1141,2451,0.28,43.18,31229,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2015,118.5,94.3,511,77.4,1.96,1070,23.69,200507,82.5,184,6.12,10.2,24.06,1195,1293,0.08,316.67,28989,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
2020,115.7,93.8,596,165.6,0.75,1906,16.31,37977,69.3,136,5.6,13.2,4.56,826,1178,0.34,175.5,30221,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2017,112.8,91.7,600,116.5,1.12,381,19.55,177934,68.8,179,4.81,30.4,21.35,291,1684,0.23,666.73,29087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024,52.7,92.4,277,195.6,0.34,1770,20.01,213786,54.2,140,9.17,27.1,25.65,422,1363,0.19,677.33,19121,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2016,118.2,93.9,544,213.6,0.62,328,17.69,122545,43.0,213,8.53,36.6,14.71,462,649,0.35,632.28,32089,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024,72.6,94.1,404,192.6,0.48,717,22.7,127080,98.2,217,6.87,1.3,15.25,1586,1496,0.24,576.94,21073,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
2022,71.7,88.4,325,76.5,1.29,1858,22.86,109570,83.4,139,8.73,20.8,13.15,844,1373,0.34,709.68,25490,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
2016,99.7,76.3,489,48.3,2.2,783,13.68,75815,78.3,233,6.67,-3.1,9.1,1198,1257,0.24,207.43,25353,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2023,59.2,85.6,329,211.4,0.33,1593,20.17,6293,46.2,190,7.48,8.8,0.76,1981,632,0.2,21.15,19886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2020,62.6,81.0,360,20.4,3.24,673,14.39,101171,32.7,184,6.65,-4.7,12.14,1611,584,0.32,388.23,20295,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
2017,84.3,83.1,475,231.8,0.42,1342,18.63,37406,93.4,186,5.02,37.1,4.49,1464,2112,0.16,92.92,21276,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
